OrderID,CustomerID,UserID,OrderDate,PaymentMethod,TotalAmount,Status
47,17,8,2023-02-02,ZaloPay,227950000,Completed
48,6,4,2023-02-17,Bank Transfer,25980000,Completed
49,20,4,2023-02-14,ZaloPay,9980000,Completed
50,6,7,2023-02-08,Cash,26980000,Completed
51,22,8,2023-02-08,Credit Card,49980000,Completed
52,7,3,2023-02-16,MoMo,22990000,Completed
53,7,3,2023-02-11,Bank Transfer,24990000,Completed
54,17,7,2023-02-19,Cash,39990000,Completed
55,10,7,2023-03-23,Cash,27990000,Completed
56,20,3,2023-03-05,MoMo,47980000,Completed
57,8,4,2023-03-13,MoMo,39990000,Completed
58,20,7,2023-03-11,MoMo,27990000,Completed
59,14,3,2023-03-22,Bank Transfer,109930000,Completed
60,12,3,2023-03-23,Credit Card,22990000,Completed
61,20,3,2023-03-11,Credit Card,16990000,Completed
62,22,8,2023-03-15,Credit Card,60970000,Completed
63,10,8,2023-03-01,MoMo,49950000,Completed
64,20,3,2023-03-08,ZaloPay,23990000,Completed
65,15,8,2023-03-09,Credit Card,40980000,Completed
66,28,8,2023-03-05,Cash,192960000,Completed
67,21,3,2023-03-22,Cash,7490000,Completed
68,27,7,2023-03-05,ZaloPay,36960000,Completed
69,21,3,2023-03-13,Cash,28870000,Completed
70,20,3,2023-03-24,Credit Card,7490000,Completed
71,28,7,2023-03-07,MoMo,20990000,Completed
72,10,4,2023-03-15,Cash,31980000,Completed
73,8,8,2023-03-03,MoMo,66370000,Completed
74,3,3,2023-03-26,Credit Card,10990000,Completed
75,28,3,2023-03-07,MoMo,10990000,Completed
76,23,7,2023-03-09,Cash,31480000,Completed
77,27,4,2023-03-01,Credit Card,22990000,Completed
78,16,7,2023-03-09,Cash,12990000,Completed
79,22,4,2023-03-18,MoMo,27470000,Completed
80,18,4,2023-03-12,Bank Transfer,59470000,Completed
81,2,3,2023-03-14,Credit Card,119450000,Completed
82,10,3,2023-03-18,Bank Transfer,23990000,Completed
83,6,3,2023-03-02,Credit Card,23990000,Completed
84,21,8,2023-04-19,Credit Card,41460000,Completed
85,13,7,2023-04-12,Bank Transfer,125940000,Completed
86,14,4,2023-04-09,Cash,49450000,Completed
87,17,7,2023-04-18,Cash,23990000,Completed
88,14,8,2023-04-10,Cash,74450000,Completed
89,5,8,2023-04-02,MoMo,23990000,Completed
90,21,7,2023-04-05,MoMo,41980000,Completed
91,30,3,2023-04-24,Credit Card,10470000,Completed
92,24,3,2023-04-07,Bank Transfer,7490000,Completed
93,28,8,2023-04-05,Credit Card,1370000,Completed
94,2,4,2023-04-21,Bank Transfer,22460000,Completed
95,30,3,2023-04-23,MoMo,71970000,Completed
96,9,4,2023-04-22,Credit Card,18990000,Completed
97,24,7,2023-04-14,ZaloPay,27990000,Completed
98,1,7,2023-04-25,Cash,80970000,Completed
99,12,8,2023-04-13,Cash,39990000,Completed
100,15,8,2023-04-18,Credit Card,40870000,Completed
101,2,8,2023-04-20,Bank Transfer,52970000,Completed
102,11,8,2023-04-13,Credit Card,47980000,Completed
103,8,4,2023-04-03,MoMo,57980000,Completed
104,11,3,2023-04-08,Cash,26480000,Completed
105,15,7,2023-04-09,Credit Card,103930000,Completed
106,30,4,2023-04-20,Credit Card,25470000,Completed
107,15,4,2023-04-15,Credit Card,24480000,Completed
108,4,8,2023-04-25,Cash,53970000,Completed
109,27,3,2023-04-11,Bank Transfer,21980000,Completed
110,14,3,2023-04-18,Cash,88950000,Completed
111,1,7,2023-04-09,Bank Transfer,45980000,Completed
112,7,4,2023-04-02,ZaloPay,55460000,Completed
113,8,7,2023-04-11,Cash,39990000,Completed
114,27,4,2023-04-02,MoMo,14980000,Completed
115,12,7,2023-04-27,Cash,40480000,Completed
116,16,3,2023-04-21,Credit Card,16990000,Completed
117,30,3,2023-04-04,ZaloPay,73960000,Completed
118,12,7,2023-04-06,Credit Card,62970000,Completed
119,6,4,2023-05-13,Bank Transfer,86960000,Completed
120,12,8,2023-05-04,MoMo,84460000,Completed
121,11,7,2023-05-28,Cash,780000,Completed
122,29,3,2023-05-06,Bank Transfer,22470000,Completed
123,5,3,2023-05-16,Cash,111970000,Completed
124,8,7,2023-05-02,Credit Card,16990000,Completed
125,6,3,2023-05-18,Bank Transfer,37980000,Completed
126,27,4,2023-05-20,Cash,2990000,Completed
127,28,4,2023-05-14,Credit Card,490000,Completed
128,23,4,2023-05-02,MoMo,59750000,Completed
129,28,8,2023-05-28,Cash,27990000,Completed
130,3,3,2023-05-04,Cash,65970000,Completed
131,20,3,2023-05-13,Credit Card,2990000,Completed
132,12,4,2023-05-03,Bank Transfer,24480000,Completed
133,2,7,2023-05-07,Bank Transfer,4990000,Completed
134,18,8,2023-05-28,Bank Transfer,39990000,Completed
135,26,4,2023-05-04,Cash,27980000,Completed
136,30,7,2023-05-19,Cash,5980000,Completed
137,1,8,2023-05-18,Bank Transfer,41980000,Completed
138,17,8,2023-05-09,Cash,76960000,Completed
139,25,4,2023-05-16,MoMo,27970000,Completed
140,6,4,2023-05-03,MoMo,72980000,Completed
141,1,7,2023-05-26,Credit Card,39980000,Completed
142,24,7,2023-05-17,Credit Card,23440000,Completed
143,12,4,2023-05-11,Cash,28990000,Completed
144,4,8,2023-05-19,Bank Transfer,20990000,Completed
145,28,4,2023-05-15,Cash,28480000,Completed
146,12,3,2023-05-28,MoMo,8490000,Completed
147,18,3,2023-05-09,Cash,86980000,Completed
148,27,3,2023-05-05,MoMo,10990000,Completed
149,10,8,2023-05-14,MoMo,61360000,Completed
150,12,4,2023-05-20,Credit Card,24990000,Completed
151,26,4,2023-05-04,Bank Transfer,163970000,Completed
152,2,7,2023-05-26,Cash,26370000,Completed
153,6,8,2023-05-13,Bank Transfer,69990000,Completed
154,26,3,2023-05-10,Cash,65980000,Completed
155,8,3,2023-05-05,Cash,7490000,Completed
156,24,7,2023-06-26,Bank Transfer,50370000,Completed
157,15,8,2023-06-14,Credit Card,7490000,Completed
158,17,3,2023-06-20,Cash,79970000,Completed
159,2,4,2023-06-18,ZaloPay,7490000,Completed
160,7,4,2023-06-01,Cash,47480000,Completed
161,21,7,2023-06-13,Bank Transfer,84970000,Completed
162,18,8,2023-06-14,ZaloPay,69470000,Completed
163,16,7,2023-06-08,Credit Card,64960000,Completed
164,3,3,2023-06-01,Credit Card,53950000,Completed
165,6,4,2023-06-16,MoMo,63470000,Completed
166,19,8,2023-06-19,Cash,23980000,Completed
167,25,8,2023-06-23,Credit Card,10990000,Completed
168,20,4,2023-06-23,Cash,43970000,Completed
169,5,4,2023-06-24,Cash,9980000,Completed
170,15,7,2023-06-13,Cash,14980000,Completed
171,2,7,2023-06-26,Cash,73970000,Completed
172,26,8,2023-06-14,Bank Transfer,29870000,Completed
173,25,3,2023-06-05,MoMo,53470000,Completed
174,5,3,2023-06-09,Cash,10990000,Completed
175,28,8,2023-06-20,Credit Card,21980000,Completed
176,8,4,2023-06-15,Bank Transfer,70960000,Completed
177,3,4,2023-06-14,MoMo,103440000,Completed
178,16,3,2023-06-25,Bank Transfer,22990000,Completed
179,12,8,2023-06-08,Credit Card,22860000,Completed
180,10,8,2023-06-11,MoMo,69990000,Completed
181,9,4,2023-06-13,Credit Card,78480000,Completed
182,11,4,2023-06-19,Cash,63980000,Completed
183,1,7,2023-06-26,Cash,41980000,Completed
184,18,4,2023-06-07,MoMo,69990000,Completed
185,8,3,2023-06-22,Credit Card,390000,Completed
186,22,3,2023-06-20,ZaloPay,126960000,Completed
187,20,4,2023-06-27,Credit Card,43470000,Completed
188,26,7,2023-06-25,Credit Card,65960000,Completed
189,7,8,2023-06-12,MoMo,39460000,Completed
190,22,4,2023-06-14,MoMo,73450000,Completed
191,2,3,2023-06-08,Bank Transfer,41980000,Completed
192,16,4,2023-06-11,Bank Transfer,41980000,Completed
193,19,8,2023-06-11,Cash,79980000,Completed
194,18,4,2023-06-07,Bank Transfer,23990000,Completed
195,7,7,2023-06-17,Cash,980000,Completed
196,12,7,2023-06-01,Credit Card,2990000,Completed
197,13,4,2023-06-10,Credit Card,23990000,Completed
198,21,3,2023-06-13,Credit Card,47980000,Completed
199,6,8,2023-07-05,Credit Card,39990000,Completed
200,11,8,2023-07-13,Bank Transfer,107970000,Completed
201,5,8,2023-07-22,MoMo,4990000,Completed
202,1,7,2023-07-04,Cash,134960000,Completed
203,21,4,2023-07-18,Credit Card,4990000,Completed
204,22,3,2023-07-05,MoMo,20990000,Completed
205,2,8,2023-07-03,Cash,18990000,Completed
206,29,4,2023-07-23,Bank Transfer,21770000,Completed
207,23,3,2023-07-09,Cash,56960000,Completed
208,15,3,2023-07-06,Cash,79980000,Completed
209,29,8,2023-07-25,Credit Card,124960000,Completed
210,20,3,2023-07-26,MoMo,41470000,Completed
211,12,7,2023-07-05,Credit Card,29980000,Completed
212,9,4,2023-07-23,Bank Transfer,20990000,Completed
213,17,3,2023-07-24,Cash,14980000,Completed
214,13,4,2023-07-01,Credit Card,23990000,Completed
215,14,8,2023-07-10,Credit Card,52980000,Completed
216,8,4,2023-07-10,Bank Transfer,12970000,Completed
217,26,7,2023-07-17,Cash,58470000,Completed
218,24,4,2023-07-25,Credit Card,23990000,Completed
219,24,4,2023-07-21,Credit Card,41970000,Completed
220,26,4,2023-07-14,Bank Transfer,62460000,Completed
221,9,3,2023-07-28,Bank Transfer,8470000,Completed
222,26,4,2023-07-28,Credit Card,42970000,Completed
223,4,4,2023-07-05,Bank Transfer,28970000,Completed
224,12,8,2023-07-12,Cash,61760000,Completed
225,28,4,2023-07-14,Credit Card,41980000,Completed
226,5,3,2023-07-03,Cash,49970000,Completed
227,21,7,2023-07-25,MoMo,60470000,Completed
228,20,8,2023-07-16,Cash,74980000,Completed
229,21,7,2023-07-22,MoMo,10990000,Completed
230,26,8,2023-07-15,MoMo,85360000,Completed
231,13,3,2023-07-27,Credit Card,83960000,Completed
232,1,4,2023-07-11,MoMo,49960000,Completed
233,14,8,2023-07-11,MoMo,28980000,Completed
234,30,7,2023-07-02,MoMo,25970000,Completed
235,29,4,2023-07-09,ZaloPay,16990000,Completed
236,15,7,2023-07-04,Cash,29970000,Completed
237,12,8,2023-07-28,Cash,4990000,Completed
238,19,7,2023-07-06,Bank Transfer,56970000,Completed
239,6,4,2023-07-18,Credit Card,390000,Completed
240,15,3,2023-07-09,Cash,71960000,Completed
241,8,3,2023-08-22,Credit Card,40480000,Completed
242,27,3,2023-08-04,Credit Card,58970000,Completed
243,10,4,2023-08-01,ZaloPay,49450000,Completed
244,12,4,2023-08-27,MoMo,51970000,Completed
245,4,3,2023-08-07,Credit Card,65980000,Completed
246,24,7,2023-08-06,Bank Transfer,7490000,Completed
247,22,3,2023-08-20,Cash,23990000,Completed
248,12,4,2023-08-22,Bank Transfer,34980000,Completed
249,16,7,2023-08-27,Credit Card,9980000,Completed
250,15,7,2023-08-14,Bank Transfer,47980000,Completed
251,9,8,2023-08-08,Cash,4990000,Completed
252,16,4,2023-08-05,Credit Card,4990000,Completed
253,12,8,2023-08-09,MoMo,98940000,Completed
254,13,8,2023-08-18,Bank Transfer,20970000,Completed
255,4,3,2023-08-10,Credit Card,46850000,Completed
256,6,7,2023-08-19,Cash,82960000,Completed
257,1,4,2023-08-08,Bank Transfer,139980000,Completed
258,12,7,2023-08-28,Credit Card,42980000,Completed
259,26,8,2023-08-26,Credit Card,13990000,Completed
260,9,7,2023-08-02,Cash,2990000,Completed
261,6,3,2023-08-12,Credit Card,39990000,Completed
262,27,3,2023-08-13,Cash,51460000,Completed
263,10,8,2023-08-28,Credit Card,51960000,Completed
264,17,4,2023-08-08,Credit Card,18250000,Completed
265,17,8,2023-08-25,Credit Card,20990000,Completed
266,25,3,2023-08-13,ZaloPay,52980000,Completed
267,15,8,2023-08-07,Bank Transfer,28480000,Completed
268,26,4,2023-08-03,Cash,32480000,Completed
269,20,7,2023-08-24,Cash,103960000,Completed
270,29,4,2023-08-21,Bank Transfer,125960000,Completed
271,18,3,2023-08-21,Bank Transfer,14980000,Completed
272,30,7,2023-08-18,Bank Transfer,13990000,Completed
273,7,3,2023-08-23,Bank Transfer,55980000,Completed
274,4,8,2023-08-27,MoMo,16990000,Completed
275,3,3,2023-08-03,Cash,16990000,Completed
276,29,8,2023-08-09,MoMo,64470000,Completed
277,2,3,2023-08-28,Cash,52970000,Completed
278,15,4,2023-08-23,Cash,12990000,Completed
279,8,8,2023-08-03,Credit Card,56980000,Completed
280,5,3,2023-08-22,Cash,23990000,Completed
281,13,7,2023-09-19,Bank Transfer,46460000,Completed
282,15,3,2023-09-07,ZaloPay,18990000,Completed
283,27,4,2023-09-05,MoMo,22990000,Completed
284,10,8,2023-09-03,Credit Card,82970000,Completed
285,23,3,2023-09-04,Bank Transfer,23990000,Completed
286,7,3,2023-09-27,Credit Card,47980000,Completed
287,29,7,2023-09-27,Bank Transfer,93970000,Completed
288,14,3,2023-09-23,Bank Transfer,62960000,Completed
289,26,7,2023-09-02,Credit Card,62970000,Completed
290,2,3,2023-09-06,MoMo,51980000,Completed
291,12,3,2023-09-03,ZaloPay,41980000,Completed
292,4,3,2023-09-01,ZaloPay,25480000,Completed
293,29,8,2023-09-16,Cash,53970000,Completed
294,22,3,2023-09-22,Bank Transfer,136960000,Completed
295,9,8,2023-09-03,Bank Transfer,23990000,Completed
296,10,3,2023-09-07,Bank Transfer,4990000,Completed
297,27,8,2023-09-22,MoMo,27990000,Completed
298,25,4,2023-09-24,Credit Card,490000,Completed
299,10,7,2023-09-03,Cash,12990000,Completed
300,15,4,2023-09-25,MoMo,28990000,Completed
301,9,4,2023-09-19,MoMo,70970000,Completed
302,14,7,2023-09-26,Bank Transfer,40960000,Completed
303,26,8,2023-09-15,Credit Card,9980000,Completed
304,8,7,2023-09-08,Credit Card,28990000,Completed
305,7,3,2023-09-18,ZaloPay,68970000,Completed
306,3,4,2023-09-21,Bank Transfer,27980000,Completed
307,18,3,2023-09-23,MoMo,13980000,Completed
308,14,3,2023-09-27,Bank Transfer,30970000,Completed
309,25,8,2023-09-21,Credit Card,15470000,Completed
310,22,4,2023-09-01,Cash,157460000,Completed
311,13,3,2023-09-24,ZaloPay,50970000,Completed
312,1,7,2023-09-06,Credit Card,68450000,Completed
313,26,7,2023-09-03,ZaloPay,55980000,Completed
314,23,7,2023-09-17,Cash,20990000,Completed
315,16,4,2023-09-06,ZaloPay,19980000,Completed
316,16,7,2023-09-15,MoMo,9980000,Completed
317,13,3,2023-09-15,Cash,48970000,Completed
318,24,8,2023-09-22,Credit Card,52970000,Completed
319,29,4,2023-09-06,Credit Card,38970000,Completed
320,26,7,2023-09-26,MoMo,4990000,Completed
321,13,7,2023-09-13,Bank Transfer,19870000,Completed
322,20,8,2023-09-13,Credit Card,14980000,Completed
323,15,7,2023-09-19,Cash,27990000,Completed
324,8,3,2023-09-08,Bank Transfer,490000,Completed
325,15,7,2023-09-13,Credit Card,91960000,Completed
326,20,8,2023-09-01,Cash,44970000,Completed
327,18,7,2023-09-25,Bank Transfer,193940000,Completed
328,15,8,2023-09-23,Cash,13990000,Completed
329,17,3,2023-09-28,MoMo,27980000,Completed
330,20,8,2023-09-05,Bank Transfer,80950000,Completed
331,9,4,2023-09-23,MoMo,390000,Completed
332,30,8,2023-09-27,Bank Transfer,34470000,Completed
333,20,8,2023-09-17,Cash,49980000,Completed
334,15,8,2023-09-15,Cash,1170000,Completed
335,6,8,2023-10-18,Bank Transfer,65980000,Completed
336,23,7,2023-10-16,Cash,10990000,Completed
337,11,8,2023-10-01,Bank Transfer,390000,Completed
338,17,4,2023-10-20,Credit Card,32990000,Completed
339,17,7,2023-10-05,Bank Transfer,26970000,Completed
340,17,4,2023-10-01,Credit Card,83930000,Completed
341,15,7,2023-10-05,Cash,47970000,Completed
342,2,4,2023-10-19,MoMo,32990000,Completed
343,28,7,2023-10-10,Cash,33980000,Completed
344,17,7,2023-10-17,MoMo,99970000,Completed
345,20,7,2023-10-07,Bank Transfer,90470000,Completed
346,27,4,2023-10-18,MoMo,7490000,Completed
347,19,3,2023-10-12,Cash,2990000,Completed
348,11,4,2023-10-02,Cash,390000,Completed
349,26,8,2023-10-17,Cash,93960000,Completed
350,29,8,2023-10-24,Credit Card,27980000,Completed
351,27,8,2023-10-21,Cash,27980000,Completed
352,19,7,2023-10-23,Bank Transfer,12990000,Completed
353,19,7,2023-10-02,Credit Card,23990000,Completed
354,14,7,2023-10-19,Credit Card,67960000,Completed
355,6,8,2023-10-04,Credit Card,41980000,Completed
356,21,7,2023-10-26,Bank Transfer,12990000,Completed
357,1,4,2023-10-23,Credit Card,23990000,Completed
358,13,8,2023-10-14,Credit Card,780000,Completed
359,9,8,2023-10-26,Cash,51360000,Completed
360,11,3,2023-10-17,MoMo,28990000,Completed
361,13,4,2023-10-13,Cash,127930000,Completed
362,5,8,2023-10-04,Credit Card,2990000,Completed
363,3,8,2023-10-21,Bank Transfer,40970000,Completed
364,10,8,2023-10-23,Credit Card,7490000,Completed
365,15,3,2023-10-17,Cash,23990000,Completed
366,3,3,2023-10-19,Credit Card,23990000,Completed
367,16,8,2023-10-16,Credit Card,31980000,Completed
368,18,8,2023-10-09,Credit Card,18990000,Completed
369,20,4,2023-10-26,Bank Transfer,39990000,Completed
370,23,7,2023-10-18,MoMo,2990000,Completed
371,9,8,2023-10-04,Bank Transfer,25480000,Completed
372,23,8,2023-10-17,Bank Transfer,73350000,Completed
373,24,7,2023-10-20,MoMo,49980000,Completed
374,17,3,2023-10-28,Cash,90950000,Completed
375,13,4,2023-10-12,ZaloPay,102970000,Completed
376,9,7,2023-10-24,MoMo,47960000,Completed
377,20,4,2023-10-24,Credit Card,87960000,Completed
378,24,7,2023-10-23,MoMo,10990000,Completed
379,4,4,2023-10-07,Credit Card,163970000,Completed
380,10,7,2023-10-25,Credit Card,46970000,Completed
381,10,7,2023-10-27,Cash,13990000,Completed
382,19,8,2023-10-12,Cash,39990000,Completed
383,7,4,2023-10-19,MoMo,138930000,Completed
384,9,8,2023-10-03,Cash,40770000,Completed
385,30,3,2023-10-16,Cash,7980000,Completed
386,14,7,2023-10-15,Credit Card,55470000,Completed
387,4,8,2023-10-15,Bank Transfer,32480000,Completed
388,20,8,2023-10-15,Cash,7490000,Completed
389,1,7,2023-10-07,Credit Card,490000,Completed
390,19,3,2023-10-18,Credit Card,17460000,Completed
391,25,7,2023-11-22,MoMo,20990000,Completed
392,28,4,2023-11-27,Bank Transfer,90960000,Completed
393,26,7,2023-11-14,MoMo,18990000,Completed
394,13,3,2023-11-13,Cash,26460000,Completed
395,18,4,2023-11-08,Cash,27990000,Completed
396,11,7,2023-11-12,Cash,14980000,Completed
397,8,4,2023-11-11,Cash,32990000,Completed
398,27,4,2023-11-11,ZaloPay,4990000,Completed
399,10,4,2023-11-28,MoMo,7490000,Completed
400,15,8,2023-11-25,Credit Card,58470000,Completed
401,5,7,2023-11-24,Bank Transfer,69990000,Completed
402,19,8,2023-11-08,Credit Card,18990000,Completed
403,20,8,2023-11-16,Bank Transfer,79970000,Completed
404,24,4,2023-11-16,Cash,149970000,Completed
405,8,3,2023-11-22,Bank Transfer,2990000,Completed
406,26,7,2023-11-18,MoMo,16980000,Completed
407,13,3,2023-11-23,Cash,24990000,Completed
408,11,3,2023-11-23,MoMo,29380000,Completed
409,26,8,2023-11-19,Cash,27980000,Completed
410,13,8,2023-11-12,Bank Transfer,23990000,Completed
411,1,3,2023-11-01,ZaloPay,28990000,Completed
412,3,8,2023-11-02,Cash,22990000,Completed
413,7,8,2023-11-03,MoMo,24990000,Completed
414,12,4,2023-11-03,Credit Card,98980000,Completed
415,27,3,2023-11-16,Cash,71470000,Completed
416,13,4,2023-11-18,MoMo,23990000,Completed
417,30,8,2023-11-02,ZaloPay,39970000,Completed
418,26,3,2023-11-21,Bank Transfer,20990000,Completed
419,21,3,2023-11-25,MoMo,93980000,Completed
420,3,8,2023-11-03,Bank Transfer,71970000,Completed
421,28,3,2023-11-13,Cash,66970000,Completed
422,21,4,2023-11-02,ZaloPay,32260000,Completed
423,9,3,2023-11-12,Bank Transfer,8490000,Completed
424,27,7,2023-11-24,Credit Card,68970000,Completed
425,1,8,2023-11-19,Credit Card,62960000,Completed
426,6,3,2023-11-05,Cash,390000,Completed
427,13,3,2023-11-28,Cash,84960000,Completed
428,15,4,2023-11-21,Credit Card,41980000,Completed
429,17,7,2023-11-17,Bank Transfer,119950000,Completed
430,12,4,2023-11-10,Bank Transfer,81460000,Completed
431,13,7,2023-11-06,Bank Transfer,9980000,Completed
432,20,8,2023-11-06,Bank Transfer,22990000,Completed
433,7,7,2023-11-05,MoMo,22990000,Completed
434,9,7,2023-11-04,Cash,24480000,Completed
435,5,3,2023-11-15,MoMo,62460000,Completed
436,16,8,2023-11-20,Credit Card,28870000,Completed
437,29,8,2023-11-09,ZaloPay,47980000,Completed
438,3,7,2023-11-04,ZaloPay,22990000,Completed
439,6,4,2023-11-02,Cash,145940000,Completed
440,12,3,2023-11-22,Cash,37980000,Completed
441,25,4,2023-11-02,MoMo,4990000,Completed
442,10,3,2023-11-28,MoMo,5980000,Completed
443,28,7,2023-11-28,Bank Transfer,4990000,Completed
444,2,8,2023-11-07,ZaloPay,31480000,Completed
445,12,7,2023-11-16,Bank Transfer,65470000,Completed
446,10,4,2023-11-13,Cash,84970000,Completed
447,22,7,2023-11-04,Cash,23980000,Completed
448,2,4,2023-11-25,Cash,22470000,Completed
449,12,8,2023-11-03,Credit Card,66970000,Completed
450,6,3,2023-11-01,Credit Card,13990000,Completed
451,19,3,2023-11-18,Credit Card,39990000,Completed
452,24,8,2023-11-21,ZaloPay,84970000,Completed
453,19,8,2023-11-17,MoMo,39990000,Completed
454,19,3,2023-11-09,Credit Card,4990000,Completed
455,17,4,2023-11-24,Cash,15140000,Completed
456,8,7,2023-11-18,Cash,13990000,Completed
457,22,7,2023-11-21,Cash,20990000,Completed
458,18,4,2023-11-22,Credit Card,152970000,Completed
459,14,8,2023-11-15,Cash,7490000,Completed
460,21,7,2023-11-07,Bank Transfer,7490000,Completed
461,4,7,2023-11-22,Cash,44980000,Completed
462,29,4,2023-11-14,ZaloPay,68970000,Completed
463,20,7,2023-11-08,Bank Transfer,16990000,Completed
464,5,4,2023-11-28,Credit Card,97440000,Completed
465,15,8,2023-11-15,Bank Transfer,21770000,Completed
466,5,4,2023-11-07,Cash,136940000,Completed
467,6,4,2023-11-10,Cash,36970000,Completed
468,11,7,2023-11-18,Cash,14980000,Completed
469,1,3,2023-11-06,Cash,37980000,Completed
470,3,7,2023-12-11,Credit Card,79980000,Completed
471,13,7,2023-12-21,Cash,8490000,Completed
472,8,4,2023-12-01,ZaloPay,86970000,Completed
473,27,4,2023-12-11,Credit Card,7490000,Completed
474,28,8,2023-12-18,Credit Card,44980000,Completed
475,11,8,2023-12-23,MoMo,103960000,Completed
476,2,3,2023-12-23,Credit Card,8660000,Completed
477,2,4,2023-12-11,Credit Card,390000,Completed
478,26,4,2023-12-11,Cash,69990000,Completed
479,21,4,2023-12-24,Bank Transfer,59960000,Completed
480,22,4,2023-12-23,Bank Transfer,73960000,Completed
481,7,7,2023-12-02,Bank Transfer,20960000,Completed
482,22,7,2023-12-28,Cash,17980000,Completed
483,26,7,2023-12-23,MoMo,29770000,Completed
484,15,4,2023-12-15,Cash,51980000,Completed
485,22,8,2023-12-26,ZaloPay,66470000,Completed
486,6,3,2023-12-23,Cash,2990000,Completed
487,24,8,2023-12-04,MoMo,49980000,Completed
488,20,4,2023-12-27,ZaloPay,36980000,Completed
489,23,8,2023-12-28,ZaloPay,37980000,Completed
490,29,7,2023-12-01,Bank Transfer,20990000,Completed
491,18,4,2023-12-11,Credit Card,980000,Completed
492,29,7,2023-12-14,Cash,94440000,Completed
493,1,7,2023-12-07,ZaloPay,23990000,Completed
494,24,3,2023-12-07,Credit Card,32990000,Completed
495,13,7,2023-12-26,Bank Transfer,20990000,Completed
496,5,8,2023-12-09,Bank Transfer,23990000,Completed
497,13,8,2023-12-28,ZaloPay,63450000,Completed
498,7,7,2023-12-10,Credit Card,28980000,Completed
499,27,4,2023-12-16,Credit Card,28990000,Completed
500,1,4,2023-12-11,Cash,204430000,Completed
501,26,8,2023-12-07,Cash,2990000,Completed
502,3,3,2023-12-06,Credit Card,69990000,Completed
503,26,4,2023-12-03,Cash,4990000,Completed
504,6,4,2023-12-11,MoMo,139980000,Completed
505,23,4,2023-12-18,Credit Card,141740000,Completed
506,10,4,2023-12-21,Bank Transfer,48980000,Completed
507,12,4,2023-12-04,Bank Transfer,390000,Completed
508,10,4,2023-12-22,Credit Card,37980000,Completed
509,16,8,2023-12-19,ZaloPay,81970000,Completed
510,30,3,2023-12-23,Cash,37980000,Completed
511,13,8,2023-12-17,Cash,16990000,Completed
512,5,4,2023-12-11,Cash,18990000,Completed
513,24,3,2023-12-12,Bank Transfer,52980000,Completed
514,6,8,2023-12-02,Cash,14980000,Completed
515,20,3,2023-12-04,Credit Card,55470000,Completed
516,27,4,2023-12-11,MoMo,95970000,Completed
517,1,7,2023-12-20,ZaloPay,33980000,Completed
518,2,7,2023-12-10,Cash,35460000,Completed
519,2,7,2023-12-12,Cash,93980000,Completed
520,21,7,2023-12-27,Bank Transfer,9980000,Completed
521,21,4,2023-12-11,Bank Transfer,980000,Completed
