OrderDetailID,OrderID,ProductID,Quantity,SalePrice,ImportPrice,SubTotal
612,334,24,3,390000,180000,1170000
613,335,11,2,32990000,25000000,65980000
614,336,4,1,10990000,8500000,10990000
615,337,24,1,390000,180000,390000
616,338,11,1,32990000,25000000,32990000
617,339,16,1,4990000,3800000,4990000
618,339,4,2,10990000,8500000,21980000
619,340,10,2,7490000,5500000,14980000
620,340,1,2,27990000,22000000,55980000
621,340,17,1,2990000,2200000,2990000
622,340,15,2,4990000,3500000,9980000
623,341,13,1,7490000,5500000,7490000
624,341,6,1,39990000,32000000,39990000
625,341,25,1,490000,250000,490000
626,342,11,1,32990000,25000000,32990000
627,343,20,2,16990000,12000000,33980000
628,344,23,1,12990000,9000000,12990000
629,344,20,1,16990000,12000000,16990000
630,344,19,1,69990000,55000000,69990000
631,345,19,1,69990000,55000000,69990000
632,345,23,1,12990000,9000000,12990000
633,345,13,1,7490000,5500000,7490000
634,346,21,1,7490000,5500000,7490000
635,347,17,1,2990000,2200000,2990000
636,348,24,1,390000,180000,390000
637,349,11,2,32990000,25000000,65980000
638,349,14,2,13990000,10000000,27980000
639,350,14,2,13990000,10000000,27980000
640,351,2,1,22990000,18000000,22990000
641,351,15,1,4990000,3500000,4990000
642,352,23,1,12990000,9000000,12990000
643,353,7,1,23990000,18500000,23990000
644,354,8,1,28990000,22000000,28990000
645,354,18,1,23990000,18000000,23990000
646,354,21,2,7490000,5500000,14980000
647,355,9,2,20990000,16000000,41980000
648,356,23,1,12990000,9000000,12990000
649,357,7,1,23990000,18500000,23990000
650,358,24,2,390000,180000,780000
651,359,2,2,22990000,18000000,45980000
652,359,15,1,4990000,3500000,4990000
653,359,24,1,390000,180000,390000
654,360,8,1,28990000,22000000,28990000
655,361,9,2,20990000,16000000,41980000
656,361,5,2,8490000,6500000,16980000
657,361,2,3,22990000,18000000,68970000
658,362,17,1,2990000,2200000,2990000
659,363,4,2,10990000,8500000,21980000
660,363,3,1,18990000,15000000,18990000
661,364,10,1,7490000,5500000,7490000
662,365,7,1,23990000,18500000,23990000
663,366,12,1,23990000,18000000,23990000
664,367,9,1,20990000,16000000,20990000
665,367,4,1,10990000,8500000,10990000
666,368,3,1,18990000,15000000,18990000
667,369,6,1,39990000,32000000,39990000
668,370,17,1,2990000,2200000,2990000
669,371,25,1,490000,250000,490000
670,371,22,1,24990000,18000000,24990000
671,372,14,2,13990000,10000000,27980000
672,372,6,1,39990000,32000000,39990000
673,372,16,1,4990000,3800000,4990000
674,372,24,1,390000,180000,390000
675,373,22,2,24990000,18000000,49980000
676,374,23,2,12990000,9000000,25980000
677,374,20,1,16990000,12000000,16990000
678,374,18,2,23990000,18000000,47980000
679,375,6,2,39990000,32000000,79980000
680,375,2,1,22990000,18000000,22990000
681,376,17,2,2990000,2200000,5980000
682,376,9,2,20990000,16000000,41980000
683,377,3,1,18990000,15000000,18990000
684,377,20,1,16990000,12000000,16990000
685,377,1,1,27990000,22000000,27990000
686,377,7,1,23990000,18500000,23990000
687,378,4,1,10990000,8500000,10990000
688,379,12,1,23990000,18000000,23990000
689,379,19,2,69990000,55000000,139980000
690,380,16,1,4990000,3800000,4990000
691,380,23,1,12990000,9000000,12990000
692,380,8,1,28990000,22000000,28990000
693,381,14,1,13990000,10000000,13990000
694,382,6,1,39990000,32000000,39990000
695,383,1,3,27990000,22000000,83970000
696,383,17,1,2990000,2200000,2990000
697,383,14,2,13990000,10000000,27980000
698,383,12,1,23990000,18000000,23990000
699,384,6,1,39990000,32000000,39990000
700,384,24,2,390000,180000,780000
701,385,15,1,4990000,3500000,4990000
702,385,17,1,2990000,2200000,2990000
703,386,7,2,23990000,18500000,47980000
